epoch,iso_time,monotonic,event,raw_count,mux_count,gated_count,raw,mux,gate_enable,ignore_active,abnormal_level,fault_event,gated,motion_probe_input,motion_type,task_state,task_mode,interp_state,exec_state,current_line,motion_line,probe_val,inpos,current_vel,x,y,z,b,c,file
1787815641.701516,2026-08-27T14:27:21.701+07:00,530974.309952,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815642.701571,2026-08-27T14:27:22.701+07:00,530975.309959,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815643.711521,2026-08-27T14:27:23.711+07:00,530976.319951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815644.711520,2026-08-27T14:27:24.711+07:00,530977.319951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815645.721514,2026-08-27T14:27:25.721+07:00,530978.329951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815646.731523,2026-08-27T14:27:26.731+07:00,530979.339951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815647.731527,2026-08-27T14:27:27.731+07:00,530980.339951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815648.731522,2026-08-27T14:27:28.731+07:00,530981.339952,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815649.731521,2026-08-27T14:27:29.731+07:00,530982.339952,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815650.741511,2026-08-27T14:27:30.741+07:00,530983.349950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,20.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815651.741514,2026-08-27T14:27:31.741+07:00,530984.349951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815652.751515,2026-08-27T14:27:32.751+07:00,530985.359950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815653.751518,2026-08-27T14:27:33.751+07:00,530986.359950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
