abs_b_deg,abs_c_deg,pass_num,accepted,probe_tool_number,calibration_offset,center_abs_x_mm,center_abs_y_mm,center_abs_z_mm,u_center_error_mm,v_center_error_mm,u_raw_span_mm,v_raw_span_mm,u_corr_diam_mm,v_corr_diam_mm
0.000000,90.000000,1.000000,0.000000,3.000000,0.134533,357.556921,317.922267,-858.900948,-0.077163,-0.049583,35.961594,35.884768,30.230660,30.153834
0.000000,90.000000,2.000000,1.000000,3.000000,0.134533,357.579006,317.881602,-858.901115,-0.004167,0.005417,35.963934,35.889768,30.233000,30.158834
0.000000,180.000000,1.000000,0.000000,3.000000,0.134533,357.604422,317.899519,-858.883781,-0.050833,-0.035833,35.880601,35.938934,30.149667,30.208000
0.000000,180.000000,2.000000,1.000000,3.000000,0.134533,357.628381,317.915352,-858.882281,0.002917,0.004167,35.879768,35.937267,30.148834,30.206333
0.000000,270.000000,1.000000,0.000000,3.000000,0.134533,357.611291,317.955737,-858.888281,-0.080930,-0.034180,35.956434,35.930601,30.225500,30.199667
0.000000,270.000000,2.000000,1.000000,3.000000,0.134533,357.593573,317.997452,-858.886781,-0.002580,-0.001257,35.949801,35.934754,30.218867,30.203820
0.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.559823,317.979327,-858.910281,-0.067500,-0.036250,35.892268,35.933101,30.161334,30.202167
0.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.526906,317.960785,-858.909615,0.001667,-0.000833,35.888934,35.928934,30.158000,30.198000
10.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.544749,317.955368,-858.901966,0.031872,-0.010833,36.008865,35.928934,30.277931,30.198000
0.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.409639,318.177002,-858.919385,0.247083,-0.415000,35.881434,35.922267,30.150500,30.191333
0.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.533806,317.969502,-858.917885,0.001250,0.000000,35.889768,35.930601,30.158834,30.199667
10.000000,0.000000,1.000000,0.000000,3.000000,0.134533,357.548201,317.963252,-858.907935,0.024282,-0.012500,36.015712,35.928934,30.284778,30.198000
10.000000,0.000000,2.000000,1.000000,3.000000,0.134533,357.565184,317.957418,-858.909442,0.009282,0.000833,36.027378,35.927267,30.296444,30.196333
10.000000,90.000000,1.000000,0.000000,3.000000,0.134533,357.570392,317.929058,-858.922416,-0.051045,-0.010416,35.931365,35.888102,30.200431,30.157168
10.000000,90.000000,2.000000,1.000000,3.000000,0.134533,357.576226,317.902719,-858.914592,-0.003961,-0.001250,35.933865,35.889768,30.202931,30.158834
10.000000,180.000000,1.000000,0.000000,3.000000,0.134533,357.602828,317.904593,-858.894025,-0.056462,-0.003750,36.053865,35.944767,30.322931,30.213833
